POL o Puerto de origen;NAVIERA FCL;POD o Puerto de destino;DIAS LIBRES;VIGENCIA DESDE ;VIGENCIA HASTA;AGENTE;CONTRATO;TIEMPO DE TRANSITO;MONEDA;20 GP;40 GP;40 HC;40 NOR
GAOLAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;55-58;DOLAR;1,470.00;1,763.00;1,763.00;
GAOLAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;55-58;DOLAR;1,570.00;1,963.00;1,963.00;
GAOLAN;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-36;DOLAR;1,318.00;1,518.00;1,518.00;
GAOLAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
GAOLAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
GAOLAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-45;DOLAR;1,365.00;1,565.00;1,565.00;
GAOMING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;35-36;DOLAR;1,450.00;1,650.00;1,650.00;
GAOMING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;35-36;DOLAR;1,450.00;1,650.00;1,650.00;
GAOMING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;35-36;DOLAR;1,450.00;1,650.00;1,650.00;
GAOMING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;35-36;DOLAR;1,450.00;1,650.00;1,650.00;
GAOMING;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,800.00;2,200.00;2,200.00;
GAOMING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;55-59;DOLAR;1,400.00;1,650.00;1,650.00;
GAOMING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;55-59;DOLAR;1,500.00;1,850.00;1,850.00;
GAOMING;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-55;DOLAR;1,465.00;1,765.00;1,765.00;
GAOMING;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-55;DOLAR;1,415.00;1,715.00;1,715.00;
GAOMING;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-36;DOLAR;1,318.00;1,518.00;1,518.00;
GAOMING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,525.00;1,765.00;1,765.00;
GAOMING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,525.00;1,765.00;1,765.00;
GAOMING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;55-55;DOLAR;1,375.00;1,565.00;1,565.00;
GAOSHA;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;57-60;DOLAR;1,420.00;1,710.00;1,710.00;
GAOSHA;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;57-60;DOLAR;1,520.00;1,910.00;1,910.00;
GENERAL SANTOS;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;60-70;DOLAR;2,665.00;2,715.00;2,715.00;
HAIKOU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;42-42;DOLAR;1,550.00;1,800.00;1,800.00;
HAIKOU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;42-42;DOLAR;1,550.00;1,800.00;1,800.00;
HAIKOU;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,850.00;2,330.00;2,330.00;
HAIKOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;2,065.00;2,065.00;
HAIKOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;2,065.00;2,065.00;
HAIKOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;35-35;DOLAR;1,465.00;1,865.00;1,865.00;
HAIPHONG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;42-44;DOLAR;1,500.00;1,800.00;1,800.00;
HAIPHONG;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,650.00;1,950.00;1,950.00;
HAIPHONG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;53-53;DOLAR;1,365.00;1,615.00;1,615.00;
HAIPHONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,815.00;1,815.00;
HOCHIMINH;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;43-45;DOLAR;1,500.00;1,800.00;1,800.00;
HOCHIMINH;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,650.00;1,950.00;1,950.00;
HOCHIMINH;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;54-61;DOLAR;1,365.00;1,615.00;1,615.00;
HOCHIMINH;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,865.00;1,865.00;
HONG KONG;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;35-35;DOLAR;1,400.00;1,600.00;1,600.00;
HONG KONG;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;49-52;DOLAR;1,400.00;1,600.00;1,600.00;
HONG KONG;EVERGREEN LINE;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-36;DOLAR;;;;1,350.00
HONG KONG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-36;DOLAR;1,350.00;1,500.00;1,500.00;
HONG KONG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-36;DOLAR;1,350.00;1,500.00;1,500.00;
HONG KONG;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,700.00;2,050.00;2,050.00;
DALIAN;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,358.00;1,558.00;1,558.00;
HONG KONG;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,249.00;1,529.00;1,529.00;
HONG KONG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-1-ST;40-45;DOLAR;;;;1,400.00
HONG KONG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,400.00;1,700.00;1,700.00;
HONG KONG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,300.00;1,500.00;1,500.00;
HONG KONG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;43-50;DOLAR;;;;1,315.00
HONG KONG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;43-50;DOLAR;1,315.00;1,515.00;1,515.00;
HONG KONG;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;;;;1,108.00
HONG KONG;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,208.00;1,308.00;1,308.00;
HONG KONG;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-37;DOLAR;1,218.00;1,318.00;1,318.00;
HONG KONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,445.00;1,665.00;1,665.00;
HONG KONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,445.00;1,665.00;1,665.00;
HUADU;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-36;DOLAR;1,318.00;1,518.00;1,518.00;
HUANGPU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,450.00;1,700.00;1,700.00;
FOSHAN;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,258.00;1,408.00;1,408.00;
HUANGPU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,450.00;1,700.00;1,700.00;
HUANGPU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,400.00;1,600.00;1,600.00;
HUANGPU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,400.00;1,600.00;1,600.00;
HUANGPU;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,750.00;2,140.00;2,140.00;
HUANGPU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,400.00;1,660.00;1,660.00;
HUANGPU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,500.00;1,860.00;1,860.00;
HUANGPU;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;47-50;DOLAR;1,365.00;1,615.00;1,615.00;
HUANGPU;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;33-36;DOLAR;1,318.00;1,518.00;1,518.00;
HUANGPU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,485.00;1,715.00;1,715.00;
HUANGPU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,485.00;1,715.00;1,715.00;
HUANGPU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,335.00;1,515.00;1,515.00;
FUZHOU;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,258.00;1,408.00;1,408.00;
INCHON;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,500.00;1,800.00;1,800.00;
INCHON;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;1,965.00;1,965.00;
JAKARTA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,500.00;1,800.00;1,800.00;
JAKARTA;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;55-60;DOLAR;1,640.00;1,865.00;1,865.00;
JAKARTA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
JIANGMEN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-38;DOLAR;1,450.00;1,650.00;1,650.00;
JIANGMEN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-38;DOLAR;1,450.00;1,650.00;1,650.00;
JIANGMEN;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,780.00;2,200.00;2,200.00;
JIANGMEN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,521.00;1,826.00;1,826.00;
JIANGMEN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,611.00;2,017.00;2,017.00;
JIANGMEN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-55;DOLAR;1,415.00;1,715.00;1,715.00;
JIANGMEN;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;37-43;DOLAR;1,318.00;1,518.00;1,518.00;
JIANGMEN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
JIANGMEN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
JIANGMEN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;40-40;DOLAR;1,365.00;1,565.00;1,565.00;
JIANGYIN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,457.00;1,735.00;1,735.00;
JIANGYIN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,557.00;1,935.00;1,935.00;
